Quarter,DailyNewsDate,Effective / Expected Close Date of Acquisition ,Region,Acquirer,HQ_Acquirer_Country,HQ_Acquirer_State,Target,HQ_Target_Country,HQ_Target_State,Target_Segment,Staffing (x),WFS,Rationale,Price,Hyperlink,Notes/Snippet
16Q1,20160111,,Americas,AtWork Group,USA,TN,Desert Personnel Services,USA,CA,Temporary Staffing Skill Segment: All,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/AtWork-acquires-Southern-California-staffing-firm-36554,  
16Q1,20160111,,EMEA,Berry Recruitment Group (BRG),United Kingdom,N/A,Amanda Smith Recruitment,United Kingdom,N/A,Direct Hire,x,N/A,,ND,http://www.staffingindustry.com/eng/Editorial/Daily-News/UK-Berry-Recruitment-buys-Amanda-Smith-Recruitment-36551,  
16Q1,20160107,,Americas,The Hamilton-Ryker Group,USA,TN,Omni Personnel,USA,KY,Temporary Staffing Skill Segment: Commercial,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Hamilton-Ryker-buys-staffing-provider-Omni-Personnel-36529,  
16Q1,20160107,,Americas,Advanced Discovery,USA,TX,Legal Placements Inc.,USA,DC,Temporary Staffing Skill Segment: Legal,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Advanced-Discovery-acquires-DC-based-legal-staffing-firm-36528,  
16Q1,20160106,,Americas,The TemPositions Group of Companies,USA,NY,Opus Staffing and Opus Scientific,USA,NY,Temporary Staffing Skill Segment: All,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/TemPositions-acquires-Long-Island-based-staffing-provider-Opus-36518,"Opus Staffing provides direct hire, temporary and temp-to-hire placement of administrative, HR, accounting and finance, marketing and creative professionals. Opus Scientific places laboratory technicians, research associates, documentation specialists, biostatisticians and other professionals in the life sciences, biotech, and related scientific-intensive fields."
16Q1,20160106,,Americas,HR Outsourcing Holdings Inc.,USA,GA,Fortune Financial Inc.,USA,FL,Workforce Solutions,X,PEO,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/HR-Outsourcing-buys-PEO-Fortune-Financial-36517,  
16Q1,20160105,,Americas,M3 USA,Japan,N/A,The Medicus Firm,USA,GA,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/M3-buys-physician-search-provider-The-Medicus-Firm-36500,  
16Q1,20160105,,EMEA,Source Group,Netherlands,N/A,Headfirst,Netherlands,N/A,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,ND,http://www.staffingindustry.com/eng/Editorial/Daily-News/Netherlands-Source-Group-merger-with-Headfirst-delayed-36495,  
15Q4,20160104,,Americas,CorTech LLC,USA,GA,Partnership Staffing,USA,VA,Temporary Staffing Skill Segment: Office/Clerical,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/CorTech-acquires-Virginia-staffing-firm-36487,  
16Q1,20160104,,Americas,General Employment Enterprises,USA,IL,Paladin Consulting Inc.,USA,TX,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/General-Employment-buys-IT-staffing-firm-Paladin-Consulting-36489,  
15Q4,20151229,,Americas,System One,USA,PA,ALTA IT Services,USA,MD,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/System-One-acquisition-brings-government-IT-staffing-experience-36450,  
15Q4,20151228,,Americas,Merit Resources,USA,IA,Portico Staffing,USA,IA,Temporary Staffing Skill Segment: Office/Clerical,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/PEO-acquires-Des-Moines-based-Portico-Staffing-36435,  
15Q4,20151222,,EMEA,Recruit,Japan,N/A,USG People ,Netherlands,N/A,Temporary Staffing Skill Segment: Professional/Specialty,X,N/A,,EUR 1.42 billion,http://www.staffingindustry.com/eng/Editorial/Daily-News/Netherlands-Recruit-Holdings-agrees-to-acquire-USG-People-for-1.6-billion-36415,  
15Q4,20151222,,Americas,Oasis Outsourcing,USA,FL,Doherty Employer Services,USA,MN,Workforce Solutions,X,PEO,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/PEO-Oasis-Outsourcing-acquires-Doherty-Employer-Services-36421,"Acquisition increases Oasis' WSEs to +230,000 from +7,500 clients. Details of the acquisition were not disclosed. (Baird report)"
15Q4,20151218,,Americas,Lawyer's Staffing,USA,VA,Accent Professional Recruiting,USA,VA,Temporary Staffing Skill Segment: Marketing/Creative,X,N/A,,"ND, deal claimed to be merger",http://www.staffingindustry.com/Research-Publications/Daily-News/Lawyer-s-Staffing-says-it-s-merging-with-marketing-staffing-provider-36390,  
16Q1,20151218,,APAC ,Orrex,Australia,N/A,Nvoi,Australia,N/A,Workforce Solutions,,Resources,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-Orrex-enters-agreement-to-acquire-human-resource-cloud-based-platform-Nvoi-36384,  
15Q4,20151217,,APAC ,SB Human Capital,Japan,N/A,Ozaki,Japan,N/A,Workforce Solutions,,Job Boards/Apps,,JPY 75 million for 25% stake,http://www.staffingindustry.com/row/Editorial/Daily-News/Thailand-SB-Human-Capital-Invests-in-Ozaki-36368,  
15Q4,20151217,,Americas,investor group led by Ludvik Holdings,USA,DE,Unitiv Inc.,USA,GA,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,"Financing commitment for up to $5 million, no other terms disclosed",http://www.staffingindustry.com/Research-Publications/Daily-News/Unitiv-announces-sale-to-investor-group-36374,  
15Q4,20151215,,Americas,Oasis Outsourcing,USA,FL,A1HR,USA,FL,Workforce Solutions,X,PEO,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Oasis-adds-Florida-PEO-as-new-division-36349,  
15Q4,20151214,,EMEA,Capita (CPI: LSE),United Kingdom,N/A,Work Group plc,United Kingdom,N/A,Workforce Solutions,,"RPO, ATS",,ND,http://www.staffingindustry.com/eng/Editorial/Daily-News/UK-Capita-to-acquire-consultancy-and-resourcing-operations-of-Work-Group-plc-36323,  
15Q4,20151210,,Americas,Med-Call Healthcare,USA,IL,Med Staff On-Call,USA,IL,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Med-Call-Healthcare-acquires-healthcare-staffing-firm-36293,  
15Q4,20151210,,EMEA,ZRG Partners Inc.,USA,MA,Pyramid International,Switzerland,N/A,Retained Search,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/ZRG-buys-Switzerland-based-search-firm-Pyramid-36294,  
15Q4,20151208,,Americas,Impellam Group,United Kingdom,N/A,Bartech Group Inc,USA,MI,Workforce Solutions,X,MSP,,"$120 million initial payment that includes $115.4 million in cash and $4.6 million in company stock. Will also include up to another $6 million in cash, depending on performance.",http://www.staffingindustry.com/Research-Publications/Daily-News/Impellam-to-acquire-Bartech-for-120-million-36261,  
15Q4,20151208,,EMEA,CEO Udo Nadolski,Germany,N/A,Nash Technologies GmbH,United Kingdom,N/A,Workforce Solutions,,Process Outsourcing,,ND,http://www.staffingindustry.com/eng/Editorial/Daily-News/UK-Harvey-Nash-sells-Nash-Technologies-36256,  
15Q4,20151204,,Americas,William Creekmuir,USA,GA,Pinnacle Search Partners LLC,USA,GA,Retained Search,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/New-owner-for-Pinnacle-Search-Partners-36230,  
15Q4,20151202,,Americas,TrueBlue Inc.,USA,WA,SIMOS Insoucring Solutions,USA,GA,Temporary Staffing Skill Segment: Commercial,X,N/A,,USD 67.5 million,http://www.staffingindustry.com/Research-Publications/Daily-News/TrueBlue-to-pay-67.5-million-for-on-premise-staffing-provider-SIMOS-36202,  
15Q4,20151202,,Americas,"Paychex, Inc. (NASD: PAYX)",USA,NY,Advance Partners,USA,OH,Workforce Solutions,,Payrolling/Compliance,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Paychex-acquires-staffing-industry-payroll-funding-firm-36203,  
15Q4,20151130,,EMEA,Randstad (AMS: RAND),Netherlands,N/A,Proffice (offer completed in Feb.),Sweden,N/A,Temporary Staffing Skill Segment: Office/Clerical,x,N/A,,offer was SED 19.90 per share,http://www.staffingindustry.com/eng/Editorial/Daily-News/Netherlands-Randstad-announces-bid-for-Proffice-36165,  
15Q4,20151125,,EMEA,management buy out,Ireland,N/A,Collins McNicholas and HR Services Group,Ireland,N/A,Workforce Solutions,x,HR Solutions,,ND,http://www.staffingindustry.com/eng/Editorial/Daily-News/Ireland-Collins-McNicholas-sold-in-a-management-buy-out-36124,  
15Q4,20151125,,Americas,CorTech International,USA,GA,Job Express of Wyoming (JEX Staffing),USA,ID,Temporary Staffing Skill Segment: Industrial,X,N/A,,ND,http://www.staffingindustry.com/site/Editorial/Daily-News/CorTech-acquires-JEX-Staffing-36136,  
15Q4,20151118,,Americas,Recruit Holdings Co.,Japan,N/A,Align Commerce Corp.,USA,CA,Workforce Solutions,,E-commerce,,"ND, investment, not acquisition",http://www.staffingindustry.com/Research-Publications/Daily-News/Recruit-invests-in-San-Francisco-payments-system-firm-36058,  
15Q4,20151118,,Americas,AMN Healthcare Services,USA,CA,B.E. Smith,USA,KS,Temporary Staffing Skill Segment: Healthcare,X,N/A,,USD 160 million,http://www.staffingindustry.com/Research-Publications/Daily-News/AMN-to-acquire-B.E.-Smith-for-160-million-36060,  
15Q4,20151118,,EMEA,Metin Mitchell & Company,UAE,N/A,Chuvaev Consulting,Russia,N/A,Retained Search,X,N/A,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/United-Arab-Emirates-Dubai-firm-acquires-Russian-executive-search-provider-36045 ,  
15Q4,20151117,,Americas,Recruit Holdings Co.,Japan,N/A,DataRobot Inc.,USA,MA,Workforce Solutions,,Data Analytics,,"ND, investment, not acquisition",http://www.staffingindustry.com/Research-Publications/Daily-News/Recruit-invests-in-Boston-tech-firm-36042,  
15Q4,20151117,,Americas,ScribeAmerica,USA,FL,Essia Health,USA,CA,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/ScribeAmerica-makes-third-acquisition-of-the-year-36043,  
15Q4,20151116,,Americas,Robert Half's Protiviti division,USA,CA,Decision First Technologies,USA,GA,Workforce Solutions,,Data Analytics,,NC,http://www.staffingindustry.com/Research-Publications/Daily-News/Protiviti-acquires-BI-firm-36026,  
15Q4,20151113,,Americas,BelFlex Staffing Network,USA,OH,Palmer Temps,USA,OH,Temporary Staffing Skill Segment: Industrial,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/BelFlex-acquires-Ohio-staffing-firm-Palmer-Temps-36015,  
15Q4,20151112,,EMEA,Square Peg Capital and others,Australia,N/A,Fiverr,Israel,N/A,Workforce Solutions,X,Human Cloud,,$60 million in new funding was announced,http://www.staffingindustry.com/Research-Publications/Daily-News/Online-staffing-platform-Fiverr-raises-60-million-36000,  
15Q4,20151110,,Americas,System One,USA,PA,Precision Resource Company,USA,TX,Temporary Staffing Skill Segment: Engineering/Design,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/System-One-acquires-energy-market-staffing-firm-35971,  
15Q4,20151105,,EMEA,Staffing 360,USA,NY,The JM Group,United Kingdom,N/A,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Staffing-360-acquires-IT-staffing-provider-The-JM-Group-35922,  
15Q4,20151104,,Americas,SterlingBackCheck,USA,NY,EmployeeScreenIQ,USA,OH,Workforce Solutions,,Background Screening,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/SterlingBackcheck-acquires-EmployeeScreenIQ-35905,  
15Q4,20151104,,Americas,Health Carousel,USA,OH,Next Medical Staffing,USA,OH,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Health-Carousel-acquires-Ohio-based-healthcare-staffing-firm-35906,  
15Q4,20151103,,Americas,Pamplona Capital Management,United Kingdom,N/A,Medassets' VMS operations,USA,GA,Workforce Solutions,,VMS,,part of larger deal,http://www.staffingindustry.com/Research-Publications/Daily-News/MedAsset-s-VMS-to-get-new-owner-35895,  
15Q4,20151102,,Americas,ettain group,USA,NC,Timberhorn IT Solutions,USA,TX,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/IT-staffing-provider-ettain-group-acquires-Texas-firm-35880,  
15Q4,20151030,,Americas,Chartwell Staffing Solutions,USA,PA,Tiger Information Systems,USA,NY,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Chartwell-acquires-NYC-staffing-firm-35863,  
15Q4,20151029,,EMEA,NetJobs,Sweden,N/A,Medrek,Sweden,N/A,Workforce Solutions,,Job Boards/Apps,,ND,http://www.staffingindustry.com/eng/Editorial/Daily-News/Sweden-Netjobs-acquires-two-competitors-35841,  
15Q4,20151029,,EMEA,NetJobs,Sweden,N/A,Skoljobb,Sweden,N/A,Workforce Solutions,,Job Boards/Apps,,ND,http://www.staffingindustry.com/eng/Editorial/Daily-News/Sweden-Netjobs-acquires-two-competitors-35841,  
15Q4,20151027,,Americas,Chartwell Staffing Solutions,USA,PA,Victory Staffing Solutions LLC,USA,GA,Temporary Staffing Skill Segment: Industrial,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Chartwell-acquires-Georgia-staffing-firm-35815,  
15Q4,20151026,,APAC ,Quess Corp (NSE: QUESS),India,N/A,Randstad Lanka (regional business only),India,N/A,Workforce Solutions,x,HR Solutions,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/Sri-Lanka-Thomas-Cook-buys-Randstad-business-35794,  
15Q4,20151026,,Americas,Recruit Holdings Co.,Japan,N/A,Tokyo Otaku Mode Inc.,USA,CA,Workforce Solutions,,Resources,,"ND, but it is only an investment",http://www.staffingindustry.com/Research-Publications/Daily-News/Recruit-invest-in-US-based-Japanese-pop-culture-firm-35803,  
15Q4,20151020,,Americas,Cross Country Healthcare (NASD: CCRN),USA,FL,Mediscan,USA,CA,Temporary Staffing Skill Segment: Healthcare,X,N/A,,USD 33 million plus possible USD 7 million earn out,http://www.staffingindustry.com/Research-Publications/Daily-News/Cross-Country-to-pay-33-million-for-Mediscan-35744,  
15Q4,20151019,,Americas,New State Capital Partners,USA,NY,NWN Corp.,USA,MA,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,"ND, this was an investment, not full acquisition",http://www.staffingindustry.com/Research-Publications/Daily-News/Private-equity-firm-invests-in-IT-staffing-provider-NWN-Corp.-35729,  
15Q4,20151019,,APAC ,Crie Anabuki Inc.,Japan,N/A,Miura Challendy,Japan,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,"USD 221,763 ",http://www.staffingindustry.com/row/Editorial/Daily-News/Japan-Crie-Anabuki-acquisition-in-Shikoku-35726,  
15Q4,20151016,,EMEA,Optionis,United Kingdom,N/A,Arnsco,United Kingdom,N/A,Workforce Solutions,,Financial Services,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Optionis-acquires-tax-rebate-solutions-firm-Arnsco-35708,  
15Q4,20151016,,Americas,Recruit Holdings Co.,Japan,N/A,Kabbage Inc.,USA,GA,Workforce Solutions,,Financial Services,,"ND, investment, not acquisition",http://www.staffingindustry.com/row/Editorial/Daily-News/Japan-Recruit-invests-in-US-automated-lending-platform-35706,  
15Q4,20151016,,EMEA,Workforce Holdings,South Africa,N/A,Prisma,South Africa,N/A,Workforce Solutions,,Training/Accreditation,,Total ZAR 65 million (USD 4.9 million) dependent on company performance,http://www.staffingindustry.com/row/Editorial/Daily-News/South-Africa-Workforce-Holdings-pursuing-acquisition-35707,  
15Q4,20151016,,EMEA,Keensight Capital,France,N/A,Pixid,France,N/A,Workforce Solutions,x,VMS,,"ND, Keensight only acquired a majority stake",http://www.staffingindustry.com/eng/Editorial/Daily-News/France-Pixid-secure-private-equity-investment-to-accelerate-growth-35710,  
15Q4,20151015,,Americas,Freelancer.com,Australia,N/A,Escrow.com,USA,CA,Workforce Solutions,,E-commerce,,USD 7.5 million,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-Freelancer-given-regulatory-approval-to-acquire-Escrow-35689,  
15Q4,20151014,,APAC ,H&Q Korea,USA,CA,JobKorea,Korea,N/A,Workforce Solutions,,Job Boards/Apps,,USD 85 million,http://www.staffingindustry.com/row/Editorial/Daily-News/Korea-Monster-completes-JobKorea-sale-35676,  
15Q4,20151014,,Americas,Empresaria  (AIM: EMR),United Kingdom,N/A,PS,USA,MA,Temporary Staffing Skill Segment: Healthcare,X,N/A,,USD 12.1 million,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Empresaria-to-acquire-US-healthcare-staffing-group-35679,  
15Q4,20151013,,EMEA,Staffline Group,United Kingdom,N/A,Diamond Recruitment,Ireland,N/A,Temp-to-hire,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Staffline-acquires-Diamond-Recruitment-35666,  
15Q4,20151012,,APAC ,REFFIND,Australia,N/A,Wooboard,Australia,N/A,Workforce Solutions,,Employee Engagement,,AUD 1.25 entirely in REFFIND scrip,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-REFFIND-finalises-acquisition-of-WooBoard-35649,  
15Q3,20151009,,Americas,Lateral Link,USA,CA,Cadence Counsel,USA,CA,Temporary Staffing Skill Segment: Legal,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Lateral-Link-buys-legal-staffing-provider-35644,  
15Q4,20151009,,EMEA,CDI AndersElite,United Kingdom,N/A,Ship Shape Resources (Recruitment business only),United Kingdom,N/A,Temporary Staffing Skill Segment: Industrial,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-CDI-AndersElite-acquires-Ship-Shape-s-recruitment-business-35638,  
15Q4,20151007,,Americas,AMN Healthcare Services,USA,CA,MillicanSolutions,USA,TX,Retained Search,X,N/A,,USD 4 million,http://www.staffingindustry.com/site_member/Editorial/Daily-News/AMN-acquires-search-firm-MillicanSolutions-for-4-million-35615,  
15Q4,20151007,,Americas,CDI Corp,USA,PA,EdgeRock Technologies,USA,MA,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,USD 31 million in cash subject to standard working capital adj. Plus up to USD 4 million on future performance,http://www.staffingindustry.com/site_member/Editorial/Daily-News/CDI-paying-31-million-for-IT-staffing-provider-EdgeRock-35616,  
15Q4,20151006,,EMEA,Heidrick and Struggles,USA,IL,Co Company,United Kingdom,N/A,Workforce Solutions,,Consulting,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Heidrick-Struggles-acquires-London-advisory-boutique-35588,  
15Q4,20151006,,APAC ,Options Group,USA,NY,Whitney Correlate,Hong Kong,N/A,Retained Search,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Options-Group-to-acquire-capital-markets-search-firm-in-Asia-35599,  
